Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","05/02/2025 14:13 UTC"
"Last updated:","8 October 2024"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:,2024
Origin:,"214,213,211,210,174,207,204,203,201,262,202,186,70,198,200,199,197,187,190,196,195,194,193,192,191,218,188,189,185,184,183,246,178,177,216,69,112,173,179,245,159,172,171,181,180,255,168,169,166,164,165,163,176,170,208,249,261,206,108,175,161,160,158,222,122,102,157,156,155,154,151,150,149,153,148,152,147,146,143,233,120,142,141,139,140,145,62,138,137,144,136,135,131,130,228,133,129,121,66,124,134,119,118,125,132,126,123,127,128,117,114,113,111,107,106,110,109,115,105,100,104,101,99,98,96,97,95,94,93,90,92,91,89,88,86,85,83,205,81,80,75,79,78,232,227,77,253,76,74,73,72,71,68,67,63,59,64,61,60,65,58,182,57,56,55,162,8,54,53,52,51,50,41,103,49,48,254,390,46,84,290,87,45,43,40,42,44,116,82,37,38,36,34,35,33,39,32,47,16,23,30,28,225,27,238,26,29,229,25,22,19,18,31,17,24,15,20,14,21,13,12,11,224,10,9,7,223,6,5,4,3,2,263,278"
"Country of asylum:","214,213,211,210,174,207,204,203,201,262,202,186,70,198,200,199,197,187,190,196,195,194,193,192,191,218,188,189,185,184,183,246,178,177,216,69,112,173,179,245,159,172,171,181,180,255,168,169,166,164,165,163,176,170,208,249,261,206,108,175,161,160,158,222,122,102,157,156,155,154,151,150,149,153,148,152,147,146,143,233,120,142,141,139,140,145,62,138,137,144,136,135,131,130,228,133,129,121,66,124,134,119,118,125,132,126,123,127,128,117,114,113,111,107,106,110,109,115,105,100,104,101,99,98,96,97,95,94,93,90,92,91,89,88,86,85,83,205,81,80,75,79,78,232,227,77,253,76,74,73,72,71,68,67,63,59,64,61,60,65,58,182,57,56,55,162,8,54,53,52,51,50,41,103,49,48,254,390,46,84,290,87,45,43,40,42,44,116,82,37,38,36,34,35,33,39,32,47,16,23,30,28,225,27,238,26,29,229,25,22,19,18,31,17,24,15,20,14,21,13,12,11,224,10,9,7,223,6,5,4,3,2,263,278"
Year,"Country of origin","Country of asylum","Refugees under UNHCR's mandate",Asylum-seekers,"Returned refugees","IDPs of concern to UNHCR","Returned IDPss","Stateless persons","Others of concern","Other people in need of international protection","Host Community"
2024,China,Austria,616,206,0,0,0,0,0,,0
2024,China,Belgium,901,90,0,0,0,0,0,,0
2024,China,Brazil,42,1436,0,0,0,0,0,,0
2024,China,Canada,2492,2753,0,0,0,0,0,,0
2024,China,Colombia,0,0,0,0,0,0,37,,0
2024,China,"Costa Rica",0,412,0,0,0,0,0,,0
2024,China,Cyprus,5,5,0,0,0,0,0,,0
2024,China,Czechia,24,7,0,0,0,0,0,,0
2024,China,Denmark,17,10,0,0,0,0,0,,0
2024,China,Finland,201,44,0,0,0,0,0,,0
2024,China,France,12985,468,0,0,0,0,0,,0
2024,China,"United Kingdom of Great Britain and Northern Ireland",1088,2477,0,0,0,0,0,,0
2024,China,Germany,2339,934,0,0,0,0,0,,0
2024,China,Greece,108,103,0,0,0,0,0,,0
2024,China,Guatemala,5,0,0,0,0,0,0,,0
2024,China,Croatia,0,8,0,0,0,0,0,,0
2024,China,Hungary,16,0,0,0,0,0,0,,0
2024,China,Iceland,6,0,0,0,0,0,0,,0
2024,China,India,73406,0,0,0,0,0,0,,0
2024,China,Indonesia,7,10,0,0,0,0,0,,0
2024,China,Ireland,67,83,0,0,0,0,0,,0
2024,China,Israel,0,80,0,0,0,0,0,,0
2024,China,Italy,579,1305,0,0,0,0,0,,0
2024,China,Japan,92,0,0,0,0,0,0,,0
2024,China,Kazakhstan,6,5,0,0,0,0,0,,0
2024,China,"Rep. of Korea",54,2359,0,0,0,0,0,,0
2024,China,Liechtenstein,27,0,0,0,0,0,0,,0
2024,China,Luxembourg,7,5,0,0,0,0,0,,0
2024,China,Latvia,5,0,0,0,0,0,0,,0
2024,China,Mauritania,5,0,0,0,0,0,0,,0
2024,China,Mexico,0,95,0,0,0,0,0,,0
2024,China,Malaysia,18,16,0,0,0,0,0,,0
2024,China,Mongolia,5,0,0,0,0,0,0,,0
2024,China,Morocco,5,0,0,0,0,0,0,,0
2024,China,Malta,6,5,0,0,0,0,0,,0
2024,China,"Netherlands (Kingdom of the)",1024,459,0,0,0,0,0,,0
2024,China,Norway,218,51,0,0,0,0,0,,0
2024,China,Nauru,0,9,0,0,0,0,0,,0
2024,China,"New Zealand",326,513,0,0,0,0,0,,0
2024,China,Pakistan,0,17,0,0,0,0,0,,0
2024,China,Peru,0,22,0,0,0,0,0,,0
2024,China,Philippines,5,24,0,0,0,0,0,,0
2024,China,Poland,57,5,0,0,0,0,0,,0
2024,China,Portugal,56,18,0,0,0,0,0,,0
2024,China,Romania,38,0,0,0,0,0,0,,0
2024,China,"South Africa",0,11,0,0,0,0,0,,0
2024,China,"Russian Federation",5,0,0,0,0,0,0,,0
2024,China,"Saudi Arabia",14,14,0,0,0,0,0,,0
2024,China,Spain,188,315,0,0,0,0,0,,0
2024,China,"Serbia and Kosovo: S/RES/1244 (1999)",0,5,0,0,0,0,0,,0
2024,China,Slovakia,15,0,0,0,0,0,0,,0
2024,China,Sweden,155,30,0,0,0,0,0,,0
2024,China,Switzerland,2015,58,0,0,0,0,0,,0
2024,China,Thailand,140,71,0,0,0,0,0,,0
2024,China,"Trinidad and Tobago",0,133,0,0,0,0,0,,0
2024,China,Ukraine,0,5,0,0,0,0,0,,0
2024,China,"United States of America",60044,147909,0,0,0,0,0,,0
2024,Chile,Argentina,34,6,0,0,0,0,0,,0
2024,Chile,Australia,12,98,0,0,0,0,0,,0
2024,Chile,Belgium,41,10,0,0,0,0,0,,0
2024,Chile,Brazil,0,83,0,0,0,0,0,,0
2024,Chile,Canada,495,2579,0,0,0,0,0,,0
2024,Chile,Chile,0,0,0,0,0,0,1691,,0
2024,Chile,"Costa Rica",5,59,0,0,0,0,0,,0
2024,Chile,Ecuador,7,0,0,0,0,0,0,,0
2024,Chile,France,158,40,0,0,0,0,0,,0
2024,Chile,"United Kingdom of Great Britain and Northern Ireland",5,22,0,0,0,0,0,,0
2024,Chile,Germany,146,47,0,0,0,0,0,,0
2024,Chile,Guatemala,0,5,0,0,0,0,0,,0
2024,Chile,Iceland,0,5,0,0,0,0,0,,0
2024,Chile,Ireland,5,19,0,0,0,0,0,,0
2024,Chile,Italy,18,90,0,0,0,0,0,,0
2024,Chile,Mexico,631,7665,0,0,0,0,0,,0
2024,Chile,"Netherlands (Kingdom of the)",110,8,0,0,0,0,0,,0
2024,Chile,"New Zealand",5,5,0,0,0,0,0,,0
2024,Chile,Paraguay,0,6,0,0,0,0,0,,0
2024,Chile,Peru,0,25,0,0,0,0,418,,0
2024,Chile,Spain,306,635,0,0,0,0,0,,0
2024,Chile,Sweden,5,5,0,0,0,0,0,,0
2024,Chile,Switzerland,10,0,0,0,0,0,0,,0
2024,Chile,Uruguay,0,15,0,0,0,0,0,,0
2024,Chile,"United States of America",147,12653,0,0,0,0,0,,0
2024,Chile,"Venezuela (Bolivarian Republic of)",10,0,0,0,0,0,0,,0
2024,Cameroon,Algeria,83,453,0,0,0,0,0,,0
2024,Cameroon,Egypt,22,23,0,0,0,0,0,,0
2024,Cameroon,Argentina,11,24,0,0,0,0,0,,0
2024,Cameroon,Australia,28,40,0,0,0,0,0,,0
2024,Cameroon,Austria,173,43,0,0,0,0,0,,0
2024,Cameroon,Belgium,744,1915,0,0,0,0,0,,0
2024,Cameroon,Benin,143,97,0,0,0,0,0,,0
2024,Cameroon,Bahamas,5,0,0,0,0,0,0,,0
2024,Cameroon,"Burkina Faso",5,0,0,0,0,0,0,,0
2024,Cameroon,Belarus,5,0,0,0,0,0,0,,0
2024,Cameroon,Brazil,109,573,0,0,0,0,0,,0
2024,Cameroon,"Bosnia and Herzegovina",0,0,0,0,0,0,5,,0
2024,Cameroon,Canada,960,2690,0,0,0,0,0,,0
2024,Cameroon,"Central African Rep.",102,22,0,0,0,0,0,,0
2024,Cameroon,Chad,13024,144,14914,0,0,0,0,,0
2024,Cameroon,China,19,245,0,0,0,0,0,,0
2024,Cameroon,Cameroon,0,0,0,1036775,38477,0,12928,,0
2024,Cameroon,Congo,5,37,0,0,0,0,12,,0
2024,Cameroon,"Dem. Rep. of the Congo",0,11,0,0,0,0,0,,0
2024,Cameroon,"Costa Rica",0,19,0,0,0,0,0,,0
2024,Cameroon,Cyprus,456,2499,0,0,0,0,0,,0
2024,Cameroon,Denmark,8,6,0,0,0,0,0,,0
2024,Cameroon,Ecuador,21,8,0,0,0,0,0,,0
2024,Cameroon,"Equatorial Guinea",5,0,0,0,0,0,0,,0
2024,Cameroon,Finland,158,65,0,0,0,0,0,,0
2024,Cameroon,France,3780,1382,0,0,0,0,0,,0
2024,Cameroon,Gabon,5,6,0,0,0,0,0,,0
2024,Cameroon,Gambia,5,0,0,0,0,0,0,,0
2024,Cameroon,"United Kingdom of Great Britain and Northern Ireland",1181,510,0,0,0,0,0,,0
2024,Cameroon,Germany,1568,2619,0,0,0,0,0,,0
2024,Cameroon,Ghana,556,298,0,0,0,0,0,,0
2024,Cameroon,Greece,1465,466,0,0,0,0,0,,0
2024,Cameroon,Guatemala,0,13,0,0,0,0,0,,0
2024,Cameroon,"China, Hong Kong SAR",5,0,0,0,0,0,0,,0
2024,Cameroon,Croatia,8,9,0,0,0,0,5,,0
2024,Cameroon,Hungary,42,0,0,0,0,0,0,,0
2024,Cameroon,Iceland,5,0,0,0,0,0,0,,0
2024,Cameroon,"Cote d'Ivoire",17,29,0,0,0,0,0,,0
2024,Cameroon,India,80,152,0,0,0,0,0,,0
2024,Cameroon,Indonesia,0,18,0,0,0,0,0,,0
2024,Cameroon,Ireland,111,75,0,0,0,0,0,,0
2024,Cameroon,Israel,0,76,0,0,0,0,0,,0
2024,Cameroon,Italy,1735,2560,0,0,0,0,0,,0
2024,Cameroon,Japan,31,0,0,0,0,0,0,,0
2024,Cameroon,Kenya,0,59,0,0,0,0,0,,0
2024,Cameroon,"Rep. of Korea",23,165,0,0,0,0,0,,0
2024,Cameroon,Liberia,6,0,0,0,0,0,0,,0
2024,Cameroon,Libya,0,6,0,0,0,0,0,,0
2024,Cameroon,Lebanon,8,12,0,0,0,0,0,,0
2024,Cameroon,Lesotho,12,18,0,0,0,0,0,,0
2024,Cameroon,Lithuania,7,5,0,0,0,0,0,,0
2024,Cameroon,Luxembourg,19,73,0,0,0,0,0,,0
2024,Cameroon,Latvia,0,7,0,0,0,0,0,,0
2024,Cameroon,Mauritania,18,158,0,0,0,0,0,,0
2024,Cameroon,"Rep. of Moldova",0,12,0,0,0,0,0,,0
2024,Cameroon,Mexico,46,460,0,0,0,0,0,,0
2024,Cameroon,Mali,17,5,0,0,0,0,0,,0
2024,Cameroon,Malaysia,11,27,0,0,0,0,0,,0
2024,Cameroon,Montenegro,0,0,0,0,0,0,5,,0
2024,Cameroon,Morocco,97,456,0,0,0,0,0,,0
2024,Cameroon,Malta,0,6,0,0,0,0,0,,0
2024,Cameroon,Namibia,26,7,0,0,0,0,0,,0
2024,Cameroon,"Netherlands (Kingdom of the)",79,76,0,0,0,0,0,,0
2024,Cameroon,Niger,25,193,0,0,0,0,0,,0
2024,Cameroon,Nigeria,69481,15908,0,0,0,0,321,,0
2024,Cameroon,Norway,16,5,0,0,0,0,0,,0
2024,Cameroon,"New Zealand",5,0,0,0,0,0,0,,0
2024,Cameroon,Panama,6,0,0,0,0,0,0,,0
2024,Cameroon,Paraguay,0,5,0,0,0,0,0,,0
2024,Cameroon,Peru,20,40,0,0,0,0,0,,0
2024,Cameroon,Philippines,41,148,0,0,0,0,0,,0
2024,Cameroon,Poland,15,21,0,0,0,0,0,,0
2024,Cameroon,Portugal,173,26,0,0,0,0,0,,0
2024,Cameroon,Romania,34,15,0,0,0,0,0,,0
2024,Cameroon,"South Africa",306,758,0,0,0,0,0,,0
2024,Cameroon,"Russian Federation",0,7,0,0,0,0,0,,0
2024,Cameroon,Rwanda,0,7,0,0,0,0,0,,0
2024,Cameroon,Senegal,5,15,0,0,0,0,0,,0
2024,Cameroon,Somalia,5,0,0,0,0,0,0,,0
2024,Cameroon,Spain,234,180,0,0,0,0,0,,0
2024,Cameroon,"Serbia and Kosovo: S/RES/1244 (1999)",5,0,0,0,0,0,0,,0
2024,Cameroon,"South Sudan",5,0,0,0,0,0,0,,0
2024,Cameroon,Sudan,7,0,0,0,0,0,0,,0
2024,Cameroon,Slovakia,10,0,0,0,0,0,0,,0
2024,Cameroon,Slovenia,13,5,0,0,0,0,0,,0
2024,Cameroon,Eswatini,5,35,0,0,0,0,0,,0
2024,Cameroon,Sweden,183,40,0,0,0,0,0,,0
2024,Cameroon,Switzerland,239,214,0,0,0,0,0,,0
2024,Cameroon,Thailand,84,55,0,0,0,0,0,,0
2024,Cameroon,Togo,0,13,0,0,0,0,0,,0
2024,Cameroon,"Trinidad and Tobago",0,5,0,0,0,0,0,,0
2024,Cameroon,Tunisia,63,524,0,0,0,0,0,,0
2024,Cameroon,Uganda,6,7,0,0,0,0,0,,0
2024,Cameroon,Ukraine,5,10,0,0,0,0,0,,0
2024,Cameroon,Uruguay,14,5,0,0,0,0,0,,0
2024,Cameroon,"United States of America",5898,10269,0,0,0,0,0,,0
2024,Cameroon,Zambia,26,24,0,0,0,0,0,,0
2024,Cameroon,Zimbabwe,0,12,0,0,0,0,0,,0
2024,Congo,Algeria,0,5,0,0,0,0,0,,0
2024,Congo,Angola,65,58,0,0,0,0,0,,0
2024,Congo,Egypt,11,115,0,0,0,0,0,,0
2024,Congo,Armenia,5,0,0,0,0,0,0,,0
2024,Congo,Australia,0,5,0,0,0,0,0,,0
2024,Congo,Austria,66,10,0,0,0,0,0,,0
2024,Congo,Belgium,20,55,0,0,0,0,0,,0
2024,Congo,Benin,0,13,0,0,0,0,0,,0
2024,Congo,"Burkina Faso",18,0,0,0,0,0,0,,0
2024,Congo,Brazil,0,267,0,0,0,0,0,,0
2024,Congo,Bulgaria,5,0,0,0,0,0,0,,0
2024,Congo,Canada,270,764,0,0,0,0,0,,0
2024,Congo,"Central African Rep.",15,12,0,0,0,0,0,,0
2024,Congo,Chad,11,5,0,0,0,0,0,,0
2024,Congo,China,0,7,0,0,0,0,0,,0
2024,Congo,Chile,8,5,0,0,0,0,0,,0
2024,Congo,Cameroon,45,20,0,0,0,0,0,,0
2024,Congo,Congo,0,0,0,0,0,0,92,,0
2024,Congo,"Dem. Rep. of the Congo",415,19,0,0,0,0,0,,0
2024,Congo,"Costa Rica",0,22,0,0,0,0,0,,0
2024,Congo,Cyprus,17,161,0,0,0,0,0,,0
2024,Congo,Ecuador,5,5,0,0,0,0,0,,0
2024,Congo,Finland,6,10,0,0,0,0,0,,0
2024,Congo,France,6142,997,0,0,0,0,0,,0
2024,Congo,Gabon,54,0,0,0,0,0,0,,0
2024,Congo,Gambia,5,6,0,0,0,0,0,,0
2024,Congo,"United Kingdom of Great Britain and Northern Ireland",99,55,0,0,0,0,0,,0
2024,Congo,Germany,330,101,0,0,0,0,0,,0
2024,Congo,Ghana,10,5,0,0,0,0,0,,0
2024,Congo,Greece,192,26,0,0,0,0,0,,0
2024,Congo,Guinea,11,0,0,0,0,0,0,,0
2024,Congo,Croatia,5,0,0,0,0,0,0,,0
2024,Congo,Hungary,12,0,0,0,0,0,0,,0
2024,Congo,"Cote d'Ivoire",76,14,0,0,0,0,0,,0
2024,Congo,India,0,18,0,0,0,0,0,,0
2024,Congo,Ireland,11,10,0,0,0,0,0,,0
2024,Congo,Israel,5,25,0,0,0,0,0,,0
2024,Congo,Italy,288,81,0,0,0,0,0,,0
2024,Congo,Kenya,61,44,0,0,0,0,0,,0
2024,Congo,Libya,0,5,0,0,0,0,0,,0
2024,Congo,Lebanon,0,5,0,0,0,0,5,,0
2024,Congo,Lesotho,6,5,0,0,0,0,0,,0
2024,Congo,Liechtenstein,0,5,0,0,0,0,0,,0
2024,Congo,Latvia,0,5,0,0,0,0,0,,0
2024,Congo,Mauritania,7,33,0,0,0,0,0,,0
2024,Congo,"North Macedonia",5,0,0,0,0,0,0,,0
2024,Congo,Mexico,18,67,0,0,0,0,0,,0
2024,Congo,Mali,54,13,0,0,0,0,0,,0
2024,Congo,Morocco,15,89,0,0,0,0,0,,0
2024,Congo,Mozambique,19,14,0,0,0,0,0,,0
2024,Congo,Namibia,5,0,0,0,0,0,5,,0
2024,Congo,"Netherlands (Kingdom of the)",333,50,0,0,0,0,0,,0
2024,Congo,Niger,5,10,0,0,0,0,0,,0
2024,Congo,Nigeria,6,5,0,0,0,0,0,,0
2024,Congo,Norway,8,27,0,0,0,0,0,,0
2024,Congo,Peru,0,40,0,0,0,0,0,,0
2024,Congo,Philippines,11,37,0,0,0,0,0,,0
2024,Congo,Poland,13,5,0,0,0,0,0,,0
2024,Congo,Portugal,40,11,0,0,0,0,0,,0
2024,Congo,Romania,5,0,0,0,0,0,0,,0
2024,Congo,"South Africa",3828,3941,0,0,0,0,0,,0
2024,Congo,Senegal,0,33,0,0,0,0,0,,0
2024,Congo,Spain,94,60,0,0,0,0,0,,0
2024,Congo,"Serbia and Kosovo: S/RES/1244 (1999)",5,8,0,0,0,0,0,,0
2024,Congo,Sudan,11,5,0,0,0,0,0,,0
2024,Congo,Eswatini,16,31,0,0,0,0,0,,0
2024,Congo,Sweden,28,5,0,0,0,0,0,,0
2024,Congo,Switzerland,33,5,0,0,0,0,0,,0
2024,Congo,Togo,21,52,0,0,0,0,0,,0
2024,Congo,Tunisia,0,26,0,0,0,0,0,,0
2024,Congo,Uganda,38,0,0,0,0,0,0,,0
2024,Congo,Ukraine,22,0,0,0,0,0,0,,0
2024,Congo,Uruguay,5,0,0,0,0,0,0,,0
2024,Congo,"United States of America",880,4176,0,0,0,0,0,,0
2024,Congo,"Venezuela (Bolivarian Republic of)",5,0,0,0,0,0,0,,0
2024,Congo,Zimbabwe,19,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Algeria,51,109,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Angola,22452,500,0,0,0,0,14,,0
2024,"Dem. Rep. of the Congo",Egypt,51,43,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Argentina,26,28,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Armenia,5,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Australia,26,74,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Austria,248,76,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Burundi,86268,2032,0,0,0,0,20,,0
2024,"Dem. Rep. of the Congo",Belgium,1360,1990,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Benin,36,67,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","Burkina Faso",20,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Botswana,337,140,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Brazil,1124,256,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Bulgaria,0,5,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Canada,4147,5714,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","Central African Rep.",6448,290,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Chad,274,41,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",China,24,6,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Chile,5,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Cameroon,471,197,0,0,0,0,5,,0
2024,"Dem. Rep. of the Congo",Congo,29095,1330,0,0,0,0,2836,,0
2024,"Dem. Rep. of the Congo","Dem. Rep. of the Congo",0,0,0,7008290,520561,0,0,,0
2024,"Dem. Rep. of the Congo",Comoros,0,5,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","Costa Rica",12,56,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Cyprus,147,3766,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Czechia,5,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Denmark,39,11,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Djibouti,5,15,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Ecuador,8,5,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Ethiopia,773,197,0,0,0,0,5,,0
2024,"Dem. Rep. of the Congo",Finland,68,36,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",France,37162,4288,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Gabon,67,22,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Gambia,53,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","United Kingdom of Great Britain and Northern Ireland",841,221,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Georgia,5,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Germany,1588,1070,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Ghana,69,15,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Greece,3216,797,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Guinea,54,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Haiti,0,0,0,0,0,0,5,,0
2024,"Dem. Rep. of the Congo","China, Hong Kong SAR",8,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Croatia,12,5,0,0,0,0,5,,0
2024,"Dem. Rep. of the Congo",Hungary,22,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Iceland,5,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","Cote d'Ivoire",125,84,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",India,78,136,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Indonesia,10,5,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Ireland,456,369,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Israel,0,242,0,0,0,0,208,,0
2024,"Dem. Rep. of the Congo",Italy,699,194,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Japan,27,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Kenya,36967,23980,5,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","Rep. of Korea",77,55,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Liberia,33,10,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Lebanon,5,13,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Lesotho,250,42,0,0,0,0,5,,0
2024,"Dem. Rep. of the Congo",Liechtenstein,0,5,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Luxembourg,42,16,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Latvia,5,5,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Mauritania,38,35,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Mexico,18,879,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Mali,288,36,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Malaysia,9,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Malawi,25717,9581,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Morocco,127,203,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Mozambique,3028,6481,0,0,0,0,451,,0
2024,"Dem. Rep. of the Congo",Mauritius,0,13,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Namibia,4549,1071,0,0,0,0,5,,0
2024,"Dem. Rep. of the Congo","Netherlands (Kingdom of the)",841,39,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Niger,49,42,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Nigeria,538,81,0,0,0,0,5,,0
2024,"Dem. Rep. of the Congo",Norway,37,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","New Zealand",5,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Panama,5,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Peru,8,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Philippines,13,18,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","Papua New Guinea",0,5,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Poland,7,9,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Portugal,129,41,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Romania,23,5,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","South Africa",20624,24135,106,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","Russian Federation",11,5,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Rwanda,65029,12940,0,0,0,0,4293,,0
2024,"Dem. Rep. of the Congo",Senegal,0,28,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Spain,178,155,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","Serbia and Kosovo: S/RES/1244 (1999)",0,11,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","South Sudan",12513,73,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Sudan,422,334,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Slovakia,16,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Slovenia,10,5,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Eswatini,554,387,11,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Sweden,323,85,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Switzerland,1101,257,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","United Rep. of Tanzania",42797,34201,0,0,0,0,10417,,0
2024,"Dem. Rep. of the Congo",Thailand,16,5,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Togo,65,49,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Tunisia,5,287,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Uganda,520126,5864,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Ukraine,10,0,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo","United States of America",1704,4654,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Zambia,59641,5517,0,0,0,0,0,,0
2024,"Dem. Rep. of the Congo",Zimbabwe,8258,3766,0,0,0,0,668,,0
2024,Comoros,Bulgaria,0,5,0,0,0,0,0,,0
2024,Comoros,Canada,5,6,0,0,0,0,0,,0
2024,Comoros,Cyprus,0,7,0,0,0,0,0,,0
2024,Comoros,France,2181,148,0,0,0,0,0,,0
2024,Comoros,Germany,9,5,0,0,0,0,0,,0
2024,Comoros,Greece,8,10,0,0,0,0,0,,0
2024,Comoros,Italy,0,5,0,0,0,0,0,,0
2024,Comoros,Mozambique,0,404,0,0,0,0,0,,0
2024,Comoros,Portugal,0,5,0,0,0,0,0,,0
2024,Comoros,"South Africa",0,9,0,0,0,0,0,,0
2024,Comoros,Senegal,0,12,0,0,0,0,0,,0
2024,Comoros,Spain,0,5,0,0,0,0,0,,0
2024,Comoros,"United States of America",5,222,0,0,0,0,0,,0
2024,Colombia,Argentina,564,180,0,0,0,0,0,,0
2024,Colombia,Australia,43,1106,0,0,0,0,0,,0
2024,Colombia,Austria,9,42,0,0,0,0,0,,0
2024,Colombia,Belgium,189,1060,0,0,0,0,0,,0
