Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","05/02/2025 14:13 UTC"
"Last updated:","8 October 2024"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:,2024
Origin:,"214,213,211,210,174,207,204,203,201,262,202,186,70,198,200,199,197,187,190,196,195,194,193,192,191,218,188,189,185,184,183,246,178,177,216,69,112,173,179,245,159,172,171,181,180,255,168,169,166,164,165,163,176,170,208,249,261,206,108,175,161,160,158,222,122,102,157,156,155,154,151,150,149,153,148,152,147,146,143,233,120,142,141,139,140,145,62,138,137,144,136,135,131,130,228,133,129,121,66,124,134,119,118,125,132,126,123,127,128,117,114,113,111,107,106,110,109,115,105,100,104,101,99,98,96,97,95,94,93,90,92,91,89,88,86,85,83,205,81,80,75,79,78,232,227,77,253,76,74,73,72,71,68,67,63,59,64,61,60,65,58,182,57,56,55,162,8,54,53,52,51,50,41,103,49,48,254,390,46,84,290,87,45,43,40,42,44,116,82,37,38,36,34,35,33,39,32,47,16,23,30,28,225,27,238,26,29,229,25,22,19,18,31,17,24,15,20,14,21,13,12,11,224,10,9,7,223,6,5,4,3,2,263,278"
"Country of asylum:","214,213,211,210,174,207,204,203,201,262,202,186,70,198,200,199,197,187,190,196,195,194,193,192,191,218,188,189,185,184,183,246,178,177,216,69,112,173,179,245,159,172,171,181,180,255,168,169,166,164,165,163,176,170,208,249,261,206,108,175,161,160,158,222,122,102,157,156,155,154,151,150,149,153,148,152,147,146,143,233,120,142,141,139,140,145,62,138,137,144,136,135,131,130,228,133,129,121,66,124,134,119,118,125,132,126,123,127,128,117,114,113,111,107,106,110,109,115,105,100,104,101,99,98,96,97,95,94,93,90,92,91,89,88,86,85,83,205,81,80,75,79,78,232,227,77,253,76,74,73,72,71,68,67,63,59,64,61,60,65,58,182,57,56,55,162,8,54,53,52,51,50,41,103,49,48,254,390,46,84,290,87,45,43,40,42,44,116,82,37,38,36,34,35,33,39,32,47,16,23,30,28,225,27,238,26,29,229,25,22,19,18,31,17,24,15,20,14,21,13,12,11,224,10,9,7,223,6,5,4,3,2,263,278"
Year,"Country of origin","Country of asylum","Refugees under UNHCR's mandate",Asylum-seekers,"Returned refugees","IDPs of concern to UNHCR","Returned IDPss","Stateless persons","Others of concern","Other people in need of international protection","Host Community"
2024,Mauritania,Cameroon,5,0,0,0,0,0,0,,0
2024,Mauritania,Congo,10,39,0,0,0,0,0,,0
2024,Mauritania,Finland,0,9,0,0,0,0,0,,0
2024,Mauritania,France,8901,866,0,0,0,0,0,,0
2024,Mauritania,Gabon,5,0,0,0,0,0,0,,0
2024,Mauritania,"United Kingdom of Great Britain and Northern Ireland",11,13,0,0,0,0,0,,0
2024,Mauritania,Germany,75,56,0,0,0,0,0,,0
2024,Mauritania,Greece,51,5,0,0,0,0,0,,0
2024,Mauritania,Croatia,5,0,0,0,0,0,0,,0
2024,Mauritania,"Cote d'Ivoire",5,12,0,0,0,0,0,,0
2024,Mauritania,Italy,277,26,0,0,0,0,0,,0
2024,Mauritania,Luxembourg,0,5,0,0,0,0,0,,0
2024,Mauritania,Mexico,7,295,0,0,0,0,0,,0
2024,Mauritania,Mali,14984,0,0,0,0,0,0,,0
2024,Mauritania,Morocco,5,6,0,0,0,0,0,,0
2024,Mauritania,"Netherlands (Kingdom of the)",15,5,0,0,0,0,0,,0
2024,Mauritania,Portugal,0,8,0,0,0,0,0,,0
2024,Mauritania,Senegal,11536,26,0,0,0,0,0,,0
2024,Mauritania,Spain,62,720,0,0,0,0,0,,0
2024,Mauritania,Sweden,6,0,0,0,0,0,0,,0
2024,Mauritania,Switzerland,5,5,0,0,0,0,0,,0
2024,Mauritania,Tunisia,0,5,0,0,0,0,0,,0
2024,Mauritania,Uruguay,0,5,0,0,0,0,0,,0
2024,Mauritania,"United States of America",958,18798,0,0,0,0,0,,0
2024,"North Macedonia",Argentina,9,0,0,0,0,0,0,,0
2024,"North Macedonia",Australia,5,224,0,0,0,0,0,,0
2024,"North Macedonia",Austria,14,55,0,0,0,0,0,,0
2024,"North Macedonia",Belgium,85,175,0,0,0,0,0,,0
2024,"North Macedonia",Canada,6,6,0,0,0,0,0,,0
2024,"North Macedonia",Czechia,5,0,0,0,0,0,0,,0
2024,"North Macedonia",France,802,190,0,0,0,0,0,,0
2024,"North Macedonia","United Kingdom of Great Britain and Northern Ireland",12,17,0,0,0,0,0,,0
2024,"North Macedonia",Germany,624,2223,0,0,0,0,0,,0
2024,"North Macedonia",Ireland,7,0,0,0,0,0,0,,0
2024,"North Macedonia",Israel,0,39,0,0,0,0,0,,0
2024,"North Macedonia",Italy,96,59,0,0,0,0,0,,0
2024,"North Macedonia",Luxembourg,0,12,0,0,0,0,0,,0
2024,"North Macedonia","Netherlands (Kingdom of the)",7,5,0,0,0,0,0,,0
2024,"North Macedonia",Spain,5,15,0,0,0,0,0,,0
2024,"North Macedonia","Serbia and Kosovo: S/RES/1244 (1999)",0,0,0,0,0,0,5,,0
2024,"North Macedonia",Sweden,25,23,0,0,0,0,0,,0
2024,"North Macedonia",Switzerland,120,41,0,0,0,0,0,,0
2024,"North Macedonia","Syrian Arab Rep.",0,6,0,0,0,0,0,,0
2024,"North Macedonia","United States of America",83,233,0,0,0,0,0,,0
2024,"Rep. of Moldova",Armenia,0,5,0,0,0,0,0,,0
2024,"Rep. of Moldova",Australia,0,5,0,0,0,0,0,,0
2024,"Rep. of Moldova",Austria,73,33,0,0,0,0,0,,0
2024,"Rep. of Moldova",Belgium,5,520,0,0,0,0,0,,0
2024,"Rep. of Moldova",Bulgaria,37,0,0,0,0,0,0,,0
2024,"Rep. of Moldova",Canada,13,17,0,0,0,0,0,,0
2024,"Rep. of Moldova",Cyprus,18,6,0,0,0,0,0,,0
2024,"Rep. of Moldova",Czechia,144,23,0,0,0,0,0,,0
2024,"Rep. of Moldova",Denmark,15,0,0,0,0,0,0,,0
2024,"Rep. of Moldova",Estonia,19,0,0,0,0,0,0,,0
2024,"Rep. of Moldova",Finland,25,9,0,0,0,0,0,,0
2024,"Rep. of Moldova",France,487,54,0,0,0,0,0,,0
2024,"Rep. of Moldova","United Kingdom of Great Britain and Northern Ireland",6,23,0,0,0,0,0,,0
2024,"Rep. of Moldova",Germany,2086,742,0,0,0,0,0,,0
2024,"Rep. of Moldova",Greece,38,11,0,0,0,0,0,,0
2024,"Rep. of Moldova",Croatia,9,0,0,0,0,0,0,,0
2024,"Rep. of Moldova",Hungary,9,0,0,0,0,0,0,,0
2024,"Rep. of Moldova",Iceland,6,0,0,0,0,0,0,,0
2024,"Rep. of Moldova",Ireland,83,5,0,0,0,0,0,,0
2024,"Rep. of Moldova",Israel,0,240,0,0,0,0,0,,0
2024,"Rep. of Moldova",Italy,281,497,0,0,0,0,0,,0
2024,"Rep. of Moldova",Lebanon,0,0,0,0,0,0,5,,0
2024,"Rep. of Moldova",Lithuania,25,0,0,0,0,0,0,,0
2024,"Rep. of Moldova",Luxembourg,0,7,0,0,0,0,0,,0
2024,"Rep. of Moldova",Latvia,18,0,0,0,0,0,0,,0
2024,"Rep. of Moldova","Netherlands (Kingdom of the)",14,124,0,0,0,0,0,,0
2024,"Rep. of Moldova",Norway,55,0,0,0,0,0,0,,0
2024,"Rep. of Moldova",Poland,340,10,0,0,0,0,0,,0
2024,"Rep. of Moldova",Portugal,55,5,0,0,0,0,0,,0
2024,"Rep. of Moldova",Romania,331,0,0,0,0,0,0,,0
2024,"Rep. of Moldova","Russian Federation",63,7,0,0,0,0,0,,0
2024,"Rep. of Moldova",Spain,232,125,0,0,0,0,0,,0
2024,"Rep. of Moldova",Slovakia,30,0,0,0,0,0,0,,0
2024,"Rep. of Moldova",Slovenia,5,5,0,0,0,0,0,,0
2024,"Rep. of Moldova",Sweden,22,0,0,0,0,0,0,,0
2024,"Rep. of Moldova",Switzerland,12,7,0,0,0,0,0,,0
2024,"Rep. of Moldova","United States of America",1201,3368,0,0,0,0,0,,0
2024,Maldives,Australia,9,15,0,0,0,0,0,,0
2024,Maldives,Canada,5,0,0,0,0,0,0,,0
2024,Maldives,France,6,0,0,0,0,0,0,,0
2024,Maldives,"United Kingdom of Great Britain and Northern Ireland",44,15,0,0,0,0,0,,0
2024,Maldives,India,5,0,0,0,0,0,0,,0
2024,Maldives,"New Zealand",5,0,0,0,0,0,0,,0
2024,Maldives,"United States of America",5,5,0,0,0,0,0,,0
2024,Mexico,Argentina,0,5,0,0,0,0,0,,0
2024,Mexico,Australia,15,36,0,0,0,0,0,,0
2024,Mexico,Austria,0,5,0,0,0,0,0,,0
2024,Mexico,Belgium,0,15,0,0,0,0,0,,0
2024,Mexico,Brazil,8,78,0,0,0,0,0,,0
2024,Mexico,Canada,9505,30442,0,0,0,0,0,,0
2024,Mexico,"Costa Rica",14,106,0,0,0,0,0,,0
2024,Mexico,Denmark,0,5,0,0,0,0,0,,0
2024,Mexico,Finland,0,10,0,0,0,0,0,,0
2024,Mexico,France,44,21,0,0,0,0,0,,0
2024,Mexico,"United Kingdom of Great Britain and Northern Ireland",52,83,0,0,0,0,0,,0
2024,Mexico,Germany,30,57,0,0,0,0,0,,0
2024,Mexico,Guatemala,5,40,0,0,0,0,0,,0
2024,Mexico,Iceland,0,5,0,0,0,0,0,,0
2024,Mexico,Ireland,15,31,0,0,0,0,0,,0
2024,Mexico,Israel,0,8,0,0,0,0,0,,0
2024,Mexico,Italy,14,54,0,0,0,0,0,,0
2024,Mexico,Mexico,0,0,0,262411,0,0,0,,0
2024,Mexico,"Netherlands (Kingdom of the)",21,16,0,0,0,0,0,,0
2024,Mexico,Norway,0,12,0,0,0,0,0,,0
2024,Mexico,"New Zealand",0,5,0,0,0,0,0,,0
2024,Mexico,Panama,5,5,0,0,0,0,0,,0
2024,Mexico,Peru,0,20,0,0,0,0,0,,0
2024,Mexico,Poland,5,0,0,0,0,0,0,,0
2024,Mexico,Portugal,5,0,0,0,0,0,0,,0
2024,Mexico,Romania,5,0,0,0,0,0,0,,0
2024,Mexico,"El Salvador",0,5,0,0,0,0,0,,0
2024,Mexico,Spain,100,310,0,0,0,0,0,,0
2024,Mexico,Sweden,0,5,0,0,0,0,0,,0
2024,Mexico,Switzerland,5,6,0,0,0,0,0,,0
2024,Mexico,Uruguay,8,5,0,0,0,0,0,,0
2024,Mexico,"United States of America",14022,173388,0,0,0,0,0,,0
2024,"Marshall Islands","United States of America",0,5,0,0,0,0,0,,0
2024,Mali,Algeria,210,1034,0,0,0,0,0,,0
2024,Mali,Egypt,0,7,0,0,0,0,0,,0
2024,Mali,Argentina,9,0,0,0,0,0,0,,0
2024,Mali,Australia,0,5,0,0,0,0,0,,0
2024,Mali,Austria,9,7,0,0,0,0,0,,0
2024,Mali,Burundi,11,0,0,0,0,0,0,,0
2024,Mali,Belgium,63,115,0,0,0,0,0,,0
2024,Mali,Benin,76,21,0,0,0,0,0,,0
2024,Mali,"Burkina Faso",38149,420,395,0,0,0,0,,0
2024,Mali,Brazil,446,11,0,0,0,0,0,,0
2024,Mali,"Bosnia and Herzegovina",0,0,0,0,0,0,5,,0
2024,Mali,Bulgaria,5,0,0,0,0,0,0,,0
2024,Mali,Canada,356,435,0,0,0,0,0,,0
2024,Mali,Chad,8,17,0,0,0,0,0,,0
2024,Mali,China,0,5,0,0,0,0,0,,0
2024,Mali,Cameroon,182,228,0,0,0,0,5,,0
2024,Mali,Congo,0,0,0,0,0,0,5,,0
2024,Mali,"Dem. Rep. of the Congo",9,0,0,0,0,0,0,,0
2024,Mali,Cyprus,5,11,0,0,0,0,0,,0
2024,Mali,Djibouti,5,0,0,0,0,0,0,,0
2024,Mali,Ethiopia,0,5,0,0,0,0,0,,0
2024,Mali,Finland,7,12,0,0,0,0,0,,0
2024,Mali,France,9218,1171,0,0,0,0,0,,0
2024,Mali,"United Kingdom of Great Britain and Northern Ireland",74,12,0,0,0,0,0,,0
2024,Mali,Germany,449,458,0,0,0,0,0,,0
2024,Mali,Ghana,0,6,0,0,0,0,0,,0
2024,Mali,Greece,304,68,0,0,0,0,0,,0
2024,Mali,Guinea,9,0,0,0,0,0,0,,0
2024,Mali,Iceland,5,0,0,0,0,0,0,,0
2024,Mali,"Cote d'Ivoire",16,1204,0,0,0,0,0,,0
2024,Mali,Indonesia,0,5,0,0,0,0,0,,0
2024,Mali,Israel,0,5,0,0,0,0,0,,0
2024,Mali,Italy,13472,4107,0,0,0,0,0,,0
2024,Mali,"Rep. of Korea",12,46,0,0,0,0,0,,0
2024,Mali,Liberia,19,0,0,0,0,0,0,,0
2024,Mali,Lebanon,0,5,0,0,0,0,0,,0
2024,Mali,Luxembourg,0,6,0,0,0,0,0,,0
2024,Mali,Madagascar,0,6,0,0,0,0,0,,0
2024,Mali,Mauritania,130598,4671,738,0,0,0,0,,0
2024,Mali,Mexico,5,99,0,0,0,0,0,,0
2024,Mali,Mali,0,0,0,330713,45456,0,0,,0
2024,Mali,Malaysia,5,0,0,0,0,0,0,,0
2024,Mali,Morocco,68,666,0,0,0,0,0,,0
2024,Mali,Malta,7,5,0,0,0,0,0,,0
2024,Mali,"Netherlands (Kingdom of the)",10,23,0,0,0,0,0,,0
2024,Mali,Niger,124341,79,6,0,0,0,0,,0
2024,Mali,Nigeria,82,13,5,0,0,0,0,,0
2024,Mali,Poland,0,6,0,0,0,0,0,,0
2024,Mali,Portugal,27,8,0,0,0,0,0,,0
2024,Mali,Romania,5,0,0,0,0,0,0,,0
2024,Mali,"South Africa",5,35,0,0,0,0,0,,0
2024,Mali,Senegal,5,18,0,0,0,0,0,,0
2024,Mali,Spain,8711,5870,0,0,0,0,0,,0
2024,Mali,Sweden,9,10,0,0,0,0,0,,0
2024,Mali,Switzerland,35,52,0,0,0,0,0,,0
2024,Mali,Togo,73,32,0,0,0,0,0,,0
2024,Mali,Tunisia,22,222,0,0,0,0,0,,0
2024,Mali,Uganda,5,0,0,0,0,0,0,,0
2024,Mali,"United States of America",687,1360,0,0,0,0,0,,0
2024,Mali,Zimbabwe,10,123,0,0,0,0,0,,0
2024,Malaysia,Australia,471,12997,0,0,0,0,0,,0
2024,Malaysia,Brazil,0,7,0,0,0,0,0,,0
2024,Malaysia,Canada,28,56,0,0,0,0,0,,0
2024,Malaysia,Finland,5,0,0,0,0,0,0,,0
2024,Malaysia,France,33,0,0,0,0,0,0,,0
2024,Malaysia,"United Kingdom of Great Britain and Northern Ireland",410,390,0,0,0,0,0,,0
2024,Malaysia,Germany,20,22,0,0,0,0,0,,0
2024,Malaysia,Ireland,22,24,0,0,0,0,0,,0
2024,Malaysia,Italy,5,0,0,0,0,0,0,,0
2024,Malaysia,"Rep. of Korea",0,1362,0,0,0,0,0,,0
2024,Malaysia,"Netherlands (Kingdom of the)",16,5,0,0,0,0,0,,0
2024,Malaysia,Norway,5,0,0,0,0,0,0,,0
2024,Malaysia,"New Zealand",29,163,0,0,0,0,0,,0
2024,Malaysia,Philippines,0,6,0,0,0,0,0,,0
2024,Malaysia,Spain,0,5,0,0,0,0,0,,0
2024,Malaysia,Sweden,14,0,0,0,0,0,0,,0
2024,Malaysia,Switzerland,0,5,0,0,0,0,0,,0
2024,Malaysia,"United States of America",71,397,0,0,0,0,0,,0
2024,Malawi,Australia,6,7,0,0,0,0,0,,0
2024,Malawi,Belgium,0,9,0,0,0,0,0,,0
2024,Malawi,Canada,61,65,0,0,0,0,0,,0
2024,Malawi,"United Kingdom of Great Britain and Northern Ireland",242,43,0,0,0,0,0,,0
2024,Malawi,Germany,9,53,0,0,0,0,0,,0
2024,Malawi,Ireland,203,173,0,0,0,0,0,,0
2024,Malawi,Israel,0,152,0,0,0,0,0,,0
2024,Malawi,"Netherlands (Kingdom of the)",0,9,0,0,0,0,0,,0
2024,Malawi,Portugal,6,0,0,0,0,0,0,,0
2024,Malawi,"South Africa",7,634,0,0,0,0,0,,0
2024,Malawi,"United States of America",27,1019,0,0,0,0,0,,0
2024,Montenegro,Belgium,12,8,0,0,0,0,0,,0
2024,Montenegro,Canada,5,5,0,0,0,0,0,,0
2024,Montenegro,France,218,44,0,0,0,0,0,,0
2024,Montenegro,Germany,210,152,0,0,0,0,0,,0
2024,Montenegro,Ireland,5,0,0,0,0,0,0,,0
2024,Montenegro,Israel,0,19,0,0,0,0,0,,0
2024,Montenegro,Italy,23,13,0,0,0,0,0,,0
2024,Montenegro,Luxembourg,6,0,0,0,0,0,0,,0
2024,Montenegro,"Netherlands (Kingdom of the)",6,0,0,0,0,0,0,,0
2024,Montenegro,"Russian Federation",5,0,0,0,0,0,0,,0
2024,Montenegro,Sweden,12,7,0,0,0,0,0,,0
2024,Montenegro,Switzerland,53,5,0,0,0,0,0,,0
2024,Montenegro,"United States of America",74,854,0,0,0,0,0,,0
2024,Mongolia,Australia,11,643,0,0,0,0,0,,0
2024,Mongolia,Austria,73,79,0,0,0,0,0,,0
2024,Mongolia,Belgium,0,13,0,0,0,0,0,,0
2024,Mongolia,Canada,62,102,0,0,0,0,0,,0
2024,Mongolia,Cyprus,0,22,0,0,0,0,0,,0
2024,Mongolia,Czechia,7,8,0,0,0,0,0,,0
2024,Mongolia,France,910,240,0,0,0,0,0,,0
2024,Mongolia,"United Kingdom of Great Britain and Northern Ireland",48,62,0,0,0,0,0,,0
2024,Mongolia,Germany,252,425,0,0,0,0,0,,0
2024,Mongolia,Croatia,0,0,0,0,0,0,5,,0
2024,Mongolia,Ireland,9,12,0,0,0,0,0,,0
2024,Mongolia,Israel,0,6,0,0,0,0,0,,0
2024,Mongolia,Italy,8,0,0,0,0,0,0,,0
2024,Mongolia,"Rep. of Korea",0,1541,0,0,0,0,0,,0
2024,Mongolia,Mexico,0,131,0,0,0,0,0,,0
2024,Mongolia,Mongolia,0,0,0,0,0,0,5,,0
2024,Mongolia,"Netherlands (Kingdom of the)",39,5,0,0,0,0,0,,0
2024,Mongolia,"New Zealand",6,0,0,0,0,0,0,,0
2024,Mongolia,Poland,0,5,0,0,0,0,0,,0
2024,Mongolia,Spain,17,10,0,0,0,0,0,,0
2024,Mongolia,Slovenia,0,8,0,0,0,0,0,,0
2024,Mongolia,Sweden,166,111,0,0,0,0,0,,0
2024,Mongolia,Switzerland,169,20,0,0,0,0,0,,0
2024,Mongolia,"United States of America",621,3947,0,0,0,0,0,,0
2024,Morocco,Argentina,0,33,0,0,0,0,0,,0
2024,Morocco,Armenia,0,9,0,0,0,0,0,,0
2024,Morocco,Australia,8,38,0,0,0,0,0,,0
2024,Morocco,Austria,77,177,0,0,0,0,0,,0
2024,Morocco,Belgium,179,475,0,0,0,0,0,,0
2024,Morocco,Brazil,62,1199,0,0,0,0,0,,0
2024,Morocco,"Bosnia and Herzegovina",0,5,0,0,0,0,154,,0
2024,Morocco,Bulgaria,11,63,0,0,0,0,0,,0
2024,Morocco,Canada,141,319,0,0,0,0,0,,0
2024,Morocco,Cameroon,7,0,0,0,0,0,0,,0
2024,Morocco,"Costa Rica",0,5,0,0,0,0,0,,0
2024,Morocco,Cyprus,5,14,0,0,0,0,0,,0
2024,Morocco,Czechia,5,0,0,0,0,0,0,,0
2024,Morocco,Denmark,9,22,0,0,0,0,0,,0
2024,Morocco,Finland,53,24,0,0,0,0,0,,0
2024,Morocco,France,1912,503,0,0,0,0,0,,0
2024,Morocco,"United Kingdom of Great Britain and Northern Ireland",324,406,0,0,0,0,0,,0
2024,Morocco,Germany,3064,1204,0,0,0,0,0,,0
2024,Morocco,Greece,251,38,0,0,0,0,0,,0
2024,Morocco,Croatia,34,22,0,0,0,0,0,,0
2024,Morocco,Hungary,5,0,0,0,0,0,0,,0
2024,Morocco,Iceland,8,15,0,0,0,0,0,,0
2024,Morocco,Indonesia,0,5,0,0,0,0,0,,0
2024,Morocco,Ireland,50,352,0,0,0,0,0,,0
2024,Morocco,Italy,983,6381,0,0,0,0,0,,0
2024,Morocco,Jordan,0,5,0,0,0,0,5,,0
2024,Morocco,"Rep. of Korea",0,362,0,0,0,0,0,,0
2024,Morocco,Lebanon,5,11,0,0,0,0,12,,0
2024,Morocco,Luxembourg,0,37,0,0,0,0,0,,0
2024,Morocco,Latvia,0,5,0,0,0,0,0,,0
2024,Morocco,Mauritania,0,5,0,0,0,0,0,,0
2024,Morocco,"North Macedonia",0,5,0,0,0,0,0,,0
2024,Morocco,"Rep. of Moldova",0,12,0,0,0,0,0,,0
2024,Morocco,Mexico,5,39,0,0,0,0,0,,0
2024,Morocco,Montenegro,0,0,0,0,0,0,100,,0
2024,Morocco,Malta,30,0,0,0,0,0,0,,0
2024,Morocco,"Netherlands (Kingdom of the)",163,285,0,0,0,0,0,,0
2024,Morocco,Norway,15,13,0,0,0,0,0,,0
2024,Morocco,Peru,0,10,0,0,0,0,0,,0
2024,Morocco,Philippines,5,0,0,0,0,0,0,,0
2024,Morocco,Poland,11,38,0,0,0,0,0,,0
2024,Morocco,Portugal,965,49,0,0,0,0,0,,0
2024,Morocco,Romania,10,8,0,0,0,0,0,,0
2024,Morocco,Spain,1345,4585,0,0,0,0,0,,0
2024,Morocco,"Serbia and Kosovo: S/RES/1244 (1999)",0,0,0,0,0,0,27,,0
2024,Morocco,Slovakia,11,13,0,0,0,0,0,,0
2024,Morocco,Slovenia,5,209,0,0,0,0,0,,0
2024,Morocco,Sweden,184,75,0,0,0,0,0,,0
2024,Morocco,Switzerland,98,137,0,0,0,0,0,,0
2024,Morocco,"Syrian Arab Rep.",0,5,0,0,0,0,0,,0
2024,Morocco,Thailand,5,0,0,0,0,0,0,,0
2024,Morocco,"United Arab Emirates",0,0,0,0,0,0,14,,0
2024,Morocco,Ukraine,0,9,0,0,0,0,0,,0
2024,Morocco,Uruguay,0,55,0,0,0,0,0,,0
2024,Morocco,"United States of America",109,984,0,0,0,0,0,,0
2024,Mozambique,Australia,5,5,0,0,0,0,0,,0
2024,Mozambique,Belgium,0,19,0,0,0,0,0,,0
2024,Mozambique,Brazil,5,133,0,0,0,0,0,,0
2024,Mozambique,Canada,5,7,0,0,0,0,0,,0
2024,Mozambique,France,19,5,0,0,0,0,0,,0
2024,Mozambique,"United Kingdom of Great Britain and Northern Ireland",6,0,0,0,0,0,0,,0
2024,Mozambique,Germany,14,65,0,0,0,0,0,,0
2024,Mozambique,Iceland,5,0,0,0,0,0,0,,0
2024,Mozambique,Ireland,5,6,0,0,0,0,0,,0
2024,Mozambique,Israel,0,5,0,0,0,0,0,,0
2024,Mozambique,Kenya,10,0,0,0,0,0,0,,0
2024,Mozambique,Mexico,0,5,0,0,0,0,0,,0
2024,Mozambique,Malawi,0,35,0,0,0,0,0,,0
2024,Mozambique,Mozambique,0,0,0,577545,5090,0,0,,0
2024,Mozambique,Peru,0,7,0,0,0,0,0,,0
2024,Mozambique,"South Africa",0,33,0,0,0,0,0,,0
2024,Mozambique,Spain,9,0,0,0,0,0,0,,0
2024,Mozambique,"United States of America",32,169,0,0,0,0,0,,0
2024,Mozambique,Zimbabwe,0,8405,0,0,0,0,9,,0
2024,Malta,Canada,9,5,0,0,0,0,0,,0
2024,Malta,"United States of America",0,5,0,0,0,0,0,,0
2024,Mauritius,Australia,13,118,0,0,0,0,0,,0
2024,Mauritius,Belgium,5,5,0,0,0,0,0,,0
2024,Mauritius,Canada,12,26,0,0,0,0,0,,0
2024,Mauritius,France,93,32,0,0,0,0,0,,0
2024,Mauritius,"United Kingdom of Great Britain and Northern Ireland",87,170,0,0,0,0,0,,0
2024,Mauritius,Ireland,18,84,0,0,0,0,0,,0
2024,Mauritius,Italy,5,40,0,0,0,0,0,,0
2024,Mauritius,Luxembourg,0,5,0,0,0,0,0,,0
2024,Mauritius,"United States of America",26,79,0,0,0,0,0,,0
2024,Myanmar,Egypt,0,5,0,0,0,0,0,,0
2024,Myanmar,Armenia,9,0,0,0,0,0,0,,0
2024,Myanmar,Australia,1760,653,13,0,0,0,0,,0
2024,Myanmar,Austria,25,18,0,0,0,0,0,,0
2024,Myanmar,Belgium,9,5,0,0,0,0,0,,0
2024,Myanmar,Bangladesh,984632,9,0,0,0,0,0,,0
2024,Myanmar,Brazil,5,0,0,0,0,0,0,,0
2024,Myanmar,Cambodia,8,5,0,0,0,0,0,,0
2024,Myanmar,Canada,116,117,0,0,0,0,0,,0
2024,Myanmar,Czechia,209,5,0,0,0,0,0,,0
2024,Myanmar,Denmark,12,39,0,0,0,0,0,,0
2024,Myanmar,Finland,44,10,0,0,0,0,0,,0
2024,Myanmar,France,441,29,0,0,0,0,0,,0
2024,Myanmar,"United Kingdom of Great Britain and Northern Ireland",494,317,0,0,0,0,0,,0
2024,Myanmar,Germany,1103,478,0,0,0,0,0,,0
2024,Myanmar,Greece,128,5,0,0,0,0,0,,0
2024,Myanmar,Hungary,5,0,0,0,0,0,0,,0
2024,Myanmar,India,82225,8311,0,0,0,0,0,,0
2024,Myanmar,Indonesia,871,1983,0,0,0,0,0,,0
2024,Myanmar,Ireland,22,9,0,0,0,0,0,,0
2024,Myanmar,Israel,0,238,0,0,0,0,0,,0
2024,Myanmar,Italy,50,20,0,0,0,0,0,,0
2024,Myanmar,Japan,18263,0,0,0,0,0,0,,0
2024,Myanmar,"Rep. of Korea",520,646,0,0,0,0,0,,0
2024,Myanmar,"Sri Lanka",109,0,0,0,0,0,0,,0
2024,Myanmar,Luxembourg,5,0,0,0,0,0,0,,0
2024,Myanmar,Malaysia,127664,39701,0,0,0,0,0,,0
2024,Myanmar,Myanmar,0,0,0,3191968,251624,0,0,,0
2024,Myanmar,Nepal,416,56,0,0,0,0,0,,0
2024,Myanmar,"Netherlands (Kingdom of the)",421,67,0,0,0,0,0,,0
2024,Myanmar,Norway,19,12,0,0,0,0,0,,0
2024,Myanmar,"New Zealand",40,22,0,0,0,0,33,,0
2024,Myanmar,Pakistan,27,32,0,0,0,0,0,,0
2024,Myanmar,Philippines,10,36,0,0,0,0,0,,0
2024,Myanmar,Portugal,0,5,0,0,0,0,0,,0
2024,Myanmar,Romania,22,0,0,0,0,0,0,,0
2024,Myanmar,Spain,12,5,0,0,0,0,0,,0
2024,Myanmar,Sweden,23,10,0,0,0,0,0,,0
2024,Myanmar,Switzerland,75,22,0,0,0,0,0,,0
2024,Myanmar,Thailand,81243,0,0,0,0,0,535,,0
2024,Myanmar,"United States of America",1363,9626,0,0,0,0,0,,0
2024,Namibia,Austria,0,5,0,0,0,0,0,,0
2024,Namibia,Belgium,0,5,0,0,0,0,0,,0
2024,Namibia,Botswana,5,0,0,0,0,0,0,,0
2024,Namibia,Brazil,0,18,0,0,0,0,0,,0
2024,Namibia,Canada,56,80,0,0,0,0,0,,0
2024,Namibia,"Costa Rica",0,8,0,0,0,0,0,,0
2024,Namibia,France,5,0,0,0,0,0,0,,0
2024,Namibia,"United Kingdom of Great Britain and Northern Ireland",464,743,0,0,0,0,0,,0
2024,Namibia,Germany,11,59,0,0,0,0,0,,0
2024,Namibia,Ireland,0,14,0,0,0,0,0,,0
2024,Namibia,Mexico,0,5,0,0,0,0,0,,0
2024,Namibia,Namibia,0,0,0,0,0,0,34,,0
2024,Namibia,"Netherlands (Kingdom of the)",0,6,0,0,0,0,0,,0
2024,Namibia,Peru,0,5,0,0,0,0,0,,0
2024,Namibia,Portugal,0,5,0,0,0,0,0,,0
2024,Namibia,"United States of America",21,175,0,0,0,0,0,,0
2024,Nepal,Argentina,0,5,0,0,0,0,0,,0
2024,Nepal,Australia,41,1215,0,0,0,0,5,,0
2024,Nepal,Austria,15,14,0,0,0,0,0,,0
2024,Nepal,Belgium,5,10,0,0,0,0,0,,0
